Stock #,RapNet Lot #,Publish,Availability,Item Title,Description,Type,Style,Category,Condition,Shipping from,Price,Currency,Terms,MSRP,Available for Memo,No. Items in Stock,Minimum order,Free Worldwide Shipping,Delivery Time,Delivery Location,Delivery Location Price,Delivery Location Currency,Delivery Location Terms,Delivery Location MSRP,Delivery Location Time,Ring Size,Keywords,Brand,Designer,Jewelry Quality,Setting,Jewelry Weight,Metal Type,Metal Karat,Measurements,Jewelry Lab Name,Jewelry Lab Report,Gemstone Type,Gemstone Shape,Gemstone carat,Gemstone Description,Gemstone Lab,Gem Lab Report #,Gemstone Measurements,Gemstone Quantity,Gemstone Treatment,Gemstone Treatment Type,Gemstone Comment,Gemstone Synthetic,Supplier Comment,Manufacture Date,Availability comment,Image Type,Image File Name,Image Title,URL Type,URL Title,URL Link,Document Type,Document Filename,Document title
HJERG280,405278,yes,yes,Fine Amethyst Carving Earrings in 18K with Diamonds,"2pcs Fancy Cut Amethyst Carvings 33.87Cts,            
2pcs Round Brilliant Diamonds 0.14Cts,                            
162pcs Round Brilliant Diamonds 0.81Cts,
18K 3.54gms
",Earrings,"Drop, Dangle","New, Engagement, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,3000,USD,"Cash Advance, COD",3300,no,1,1,no,2,,,,,,,,,,VN Diamonds,"Luxury, Fine",,10.5,White Gold,18K,,,,Diamond,Round,0.81,,None,,,162,,,,no,"Fine Amethyst Carving Earrings in 18K with Diamonds
2pcs Fancy Cut Amethyst Carvings 33.87Cts,            
2pcs Round Brilliant Diamonds 0.14Cts,                            
162pcs Round Brilliant Diamonds 0.81Cts,
18K 3.54gms
",,,,Amethyst Carving & Diamond Earrings.jpg,Aemthyst Carvings & Diamond Earrings in 18K,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.14,,None,,,2,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amethyst,Pear,33.87,,None,,,2,,,,no,,,,,,,,,,,,
HJRNG296,402125,yes,yes,9.98Cts Round Diamond Cut Tanzanite Ring with Rosecut Diamonds in 18K,"1pc Round Diamond Cut D Block Tanzanite 9.98Cts,        
14pcs Round Rosecut Diamonds 1.13Cts,                       
56pcs Round Brilliant Diamonds 0.26Cts,
18K 5.18gms
Handmade in Hong Kong
",Rings,"Engagement Ring, Bridal, Halo, Fashion, Cocktail, Women","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Other, Engagement",New,Hong Kong,6800,USD,"Cash Advance, COD",7000,no,1,1,no,2,,,,,,,,"Ring, Zoisite, Gems, Gemstones, Round, Diamond, Handmade, Luxury, Highend",,VN Diamonds,"Luxury, Fine",,7.45,White Gold,18K,,,,Diamond,Round,0.26,,None,,,56,,,,no,"9.98Cts Round Diamond Cut Tanzanite Ring with Rosecut Diamonds in 18K
1pc Round Diamond Cut Tanzanite 9.98Cts,        
14pcs Round Rosecut Diamonds 1.13Cts,                       
56pcs Round Brilliant Diamonds 0.26Cts,
18K 5.18gms
Handmade in Hong Kong",,,,8.98Cts Round TZ Rosecut Diamond Ring I.jpg,9.98Cts Round TZ & Rosecut Diamond Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,1.13,,None,,,14,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzanite,Round,9.98,,Other,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJERG279,405279,yes,yes,Designer Lemon Quartz Earrings with Diamonds in 18K,"2pcs Fancy Cut Lemon Quartz 27.24Cts,                               
2pcs Round Brilliant Diamonds 0.14Cts,                           
200pcs Round Brilliant Diamonds 1.02Cts,
18K 3.44gms
",Earrings,"Drop, Dangle","New, Engagement, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,3000,USD,"Cash Advance, COD",3300,no,1,1,no,2,,,,,,,,"VNDiamonds, Earrings, Quartz, Lemon, Yellow, Design, Designer, Handmade",,VN Diamonds,"Luxury, Fine",,9.12,White Gold,18K,,,,Quartz,Other,27.24,,None,,,2,,,,no,"Designer Lemon Quartz Earrings with Diamonds in 18K
2pcs Fancy Cut Lemon Quartz 27.24Cts,                               
2pcs Round Brilliant Diamonds 0.14Cts,                           
200pcs Round Brilliant Diamonds 1.02Cts,
18K 3.44gms",,,,Lemon Quartz & Diamond Earrings.jpg,Rotating Earrings Lemon Quartz in 18K,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,1.02,,None,,,200,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.14,,None,,,2,,,,no,,,,,,,,,,,,
HJRNG212,398901,yes,yes,Tourmaline & Moon Stone Ring in 18K,"1pc Cushion Afgan Tourmaline 3.34Cts,                        
2pcs Rainbow MoonStone 1.90Cts,
18K 3.28gms
",Rings,"Engagement Ring, Bridal, Three Stone, Fashion, Cluster, Cocktail, Women","New, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,3000,USD,"Cash Advance, COD",3200,no,1,1,no,2,,,,,,,,"Tourmaline, Ring, Artdeco, Cocktail, Jewellery, Handmade, Jewels, Diamond",,VN Diamonds,Promotional,,4.33,White Gold,18K,,,,Moonstone,Trapezoid,1.9,,None,,,2,,,,no,"Tourmaline & Moon Stone Ring in 18K
1pc Cushion Afgan Tourmaline 3.34Cts,                        
2pcs Rainbow MoonStone 1.90Cts,
18K 3.28gms",,,,CU Tor with MoonStone.jpg,3.34Cts Tourmaline with MoonStone,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Cushion,,,None,,,1,,,,no,,,,,,,,,,,,
HJRNG237,398889,yes,yes,18K Yellow Gold Zambian Emerald Ring,"1pc Oval Zambian Cabouchon 6.16Cts
18K 3.26gms
",Rings,"Engagement Ring, Bridal, Solitaire, Vintage/Antique, Fashion, Men, Women","New, Engagement, Bridal, Woman's, Men's, Designer Jewelry, Youth, Religious",New,Hong Kong,4000,USD,"Cash Advance, COD",4800,no,1,1,no,2,,,,,,,,"Emerald, Zambian, Cab, Oval, Gems, Gemstones, Handmade, Jewellery, Ring",,VN Diamonds,"Fine, Promotional",,4.49,Yellow Gold,18K,,,,Emerald,Oval,6.16,,None,,,1,,Oiled,,no,"Zambian Emerald Cab Ring in 18K
1pc Oval Zambian Cabouchon 6.16Cts
18K 3.26gms
",,,,6.61Cts Zambian Emerald Cab.jpg,6.16Cts Zambian Cab Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61Cts Zambian Emerald Cab - Side.jpg,6Cts Zambian Cab Ring,,,,,,
HJRNG222,345790,yes,yes,2.03Cts L VS1 GIA Certified Emerald Cut Diamond Ring with Trapezoid Diamonds,"1pc Emerald Cut Diamond L VS1 2.03Cts,         
2pcs Side Stones Trapezoids 0.62Cts
18K White Gold Handmade Ring 3.64gms GW
",Rings,"Engagement Ring, Bridal, Solitaire, Side Stones, Three Stone, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,10100,USD,"Cash Advance, COD",12000,no,1,1,no,5,,,,,,,7,"Diamond, Ring, Engagement, Wedding, Jewellery, Handmade, Luxury, Investment",,VN Diamonds,"Investment, Luxury, Fine",,3.64,White Gold,18K,,,,Diamond,Other,0.62,,None,,,2,,,,no,"1pc Emerald Cut Diamond L VS1 GIA 2.03Cts,         
2pcs Side Stones Trapezoids 0.62Cts
18K White Gold Handmade Ring 3.64gms GW
",,,,2.01Cts L VS1 GIA EM Ring.jpg,2.03Cts L VS1 GIA EM Cut Diamond Ring with Trapezoid Side Stones,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,2.03Cts L VS1 EX VG F GIA EM 1248206661.pdf,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,2.03,,GIA,1248206661,,1,,,,no,,,,,,,,,,,,
HJERG118,345793,yes,yes,Illusion Emerald Cut Diamond Earrings in 18K White Gold,"4pcs Ascher Cut Diamond 0.58Cts,                             
9pcs PieCut Emerald Diamond 0.55Cts,                             
9pcs PieCut Emerald Diamond 0.55Cts,                             
9pcs PieCut Emerald Diamond 1.38Cts,                             
9pcs PieCut Emerald Diamond 1.54Cts,                            
9pcs PieCut Emerald Diamond 2.81Cts,                            
9pcs PieCut Emerald Diamond 2.83Cts
18K White Gold Handmade Jewellery 12.81gms GW
",Earrings,"Drop, Hoop, Linear, Dangle, Stud","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,38000,USD,"Cash Advance, COD",40000,no,1,1,no,2,,,,,,,,"Diamond, Illusion, Earrings, Jewellery, Jewels, PieCut, Luzury, Investment",,VN Diamonds,"Investment, Luxury, Fine",,12.81,White Gold,18K,,,,Diamond,Asscher,0.58,,None,,,4,,,,no,"4pcs Ascher Cut Diamond 0.58Cts,                             
9pcs PieCut Emerald Diamond 0.55Cts,                             
9pcs PieCut Emerald Diamond 0.55Cts,                             
9pcs PieCut Emerald Diamond 1.38Cts,                             
9pcs PieCut Emerald Diamond 1.54Cts,                            
9pcs PieCut Emerald Diamond 2.81Cts,                            
9pcs PieCut Emerald Diamond 2.83Cts
18K White Gold Handmade Jewellery 12.81gms GW",,,,3 pcs Emerald Illusion earrings.jpg,IllusionCut Emerald Diamond Earings,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.55,,None,,,9,,,,no,,,,,EM Cut Illusion Earrings.jpg,Luxury Diamond Earrins,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,0.55,,None,,,9,,,,no,,,,,Illusion Cut Earrings in EM Cut.jpg,Huge Lookings Diamond Earrings,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,1.38,,None,,,9,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,1.54,,None,,,9,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,2.81,,None,,,9,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Emerald,2.83,,None,,,9,,,,no,,,,,,,,,,,,
HJRNG216,393251,yes,yes,Fine Tourmaline set with Sapphires & Diamond in 18K Designer Ring,"1pc Afgan Tourmaline 10.26Cts,                      
138pcs Round Sapphires 6.68Cts,                               
2pcs Marquise Brilliant Diamonds 0.67Cts,
18K 13.05gms
",Rings,"Engagement Ring, Bridal, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,9200,USD,"Cash Advance, COD",10000,no,1,1,no,2,,,,,,,7,"Tourmaline, Ring, Artdeco, Cocktail, Jewellery, Handmade, Jewels, Diamond",,VN Diamonds,"Luxury, Fine",,16.57,White Gold,18K,,,,Diamond,Marquise,0.67,,None,,,2,,,,no,"Fine Tourmaline set with Sapphires & Diamond in 18K Designer Ring
1pc Afgan Tourmaline 10.26Cts,                      
138pcs Round Sapphires 6.68Cts,                               
2pcs Marquise Brilliant Diamonds 0.67Cts,
18K 13.05gms",,,,10.26Cts Afgan Tourmaline Ring.jpeg,Fine Tourmaline Sapphire & Diamond Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapphire,Round,6.68,,None,,,138,,Heat Treated,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tourmaline,Emerald,10.26,,None,,,1,,,,no,,,,,,,,,,,,
HJBRCT137,345627,yes,yes,30pts Princess Cut Tennis Bracelet Collection VVS VS in 18K Handmade,"46pcs Princess Cut Diamonds 14.98Cts
18K White Gold Handmade Bracelet 16.48gms GW",Bracelets,Tennis,"New, Bridal, Woman's, Men's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,30000,USD,"Cash Advance, COD",35000,no,1,1,no,3,,,,,,,,"Diamond, Bracelet, Tennis bracelet, Jewellery, Handmade, Luxury, Investment, Princess",,VN Diamonds,"Investment, Luxury, Fine",,16.48,White Gold,18K,,,,Diamond,Princess,14.98,,None,,,46,,,,no,"46pcs Princess Cut Diamonds 14.98Cts in DEF VVS VS 
18K White Gold Handmade Bracelet 16.48gms GW",,,,30pts Princess Cut Diamond Bracelet.jpg,30pts Princess Cut Tennis Diamond Bracelet set in 18K Gold,,,,,,
HJRNG180,245587,yes,yes,3.09Cts Burma Vivid Red Pigeon's Blood No Heat Ruby Ring in 18K,"3.09Cts Burma Mogok NH Int-Viv PB GRS,                              
8pcs Triangle Rosecut Dia 3.23Cts,                     
30pcs Round Brilliant 0.44Cts
18K 8.12gms
",Rings,"Engagement Ring, Bridal, Solitaire, Halo, Estate, Fashion, Cocktail, Women","New, Bridal, Woman's, Estate, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,60000,USD,"Cash Advance, COD",65000,no,1,1,yes,3,,,,,,,,"Ruby Ring, Burma Ruby, Vivid Red, Investment Grade",Other,VN Diamonds,"Investment, Luxury, Fine",,9.47,White Gold,18K,8.55x7.48x5.63,,,Diamond,Trilliant,3.23,,None,,,8,no,,,no,"Burma (Myanmar)
Intense to Vivid Red (Pigeon's Blood)
No Heat (Natural)
Triangle Rosecut Diamonds
Hand Made Jewellery
18K White Gold
",,,,3.09Cts Burma No Heat VR Ruby Ring.jpeg,3.09Cts Burma Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20::",Grading Report,3.09Cts Burma No Heat Intense to Vivid Red GRS Oval Shape.pdf,3.09Cts Burma No Heat Vivid Red GRS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Oval,3.09,,Other,,,1,no,,,no,,,,,WhatsApp Image 2023-12-05 at 11.24.58_0fc7f908.jpg,3.09Cts Natural Burma No Heat Vivid Red GRS Cert Ruby Ring,,,,,,
HJRNG193,333719,yes,yes,7.59Cts Natural Burma Ruby Cabouchon Intense Red Heated CD Certified Ring,"7.59Cts Natural Burma Cabouchon Intense Red Heat CD Certified Ruby
Natural Pear Shape Diamonds 7pcs/1.71Cts 
Natural Round Diamonds 52pcs/0.18Cts 
Natural Baguette Diamonds 7pcs 0.97Cts
18k Yellow Gold 9.70gms
",Rings,"Engagement Ring, Bridal, Side Stones, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,20000,USD,"Cash Advance, COD",22000,no,1,1,no,3,,,,,,,,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Investment, Luxury, Fine",,9.7,Yellow Gold,18K,,,,Ruby,Oval,7.59,,Other,,,1,,Heat Treated,,no,7.59Cts Natural Burma Ruby Cabouchon Intense Red Heated CD Certified Ring set with Pear Brilliant Diamonds and Baguette Cut Diamonds in 18K Yellow Gold setting,,,,WhatsApp Image 2023-12-05 at 11.25.03_5913a30e.jpg,7.59Cts Natural Burma Ruby Cabouchon Intense Red Heated CD Certified Ring,,,,Grading Report,7.59Cts Burma Heat Intense Red CD Oval Cacochon.pdf,7.59Cts Natural Burma Ruby Cabouchon Intense Red Heated CD Certified Ring
HJRNG187,398856,yes,yes,4.46Cts Designer Mozambique Ruby Ring,"4.46Cts Mozambique H(a) Vivid Red PB GRS,       
7pcs Pear Marquise Brilliant,
18K 
",Rings,"Engagement Ring, Bridal, Cluster, Cocktail, Women","New, Woman's, Art Deco, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,38000,USD,,40000,no,1,1,no,,,,,,,,,"Ruby, Burma, Gems, Gemstones, Ruby Ring, Burma Ruby, Ring, Jewellery, Jewelry",,VN Diamonds,"Luxury, Fine",,5.36,"Yellow Gold, White Gold",18K,,,,Diamond,Pear,,,None,,,7,,,,no,"4Cts Designer Mozambique Ruby Ring
4.46Cts Mozambique H(a) Vivid Red PB GRS,       
7pcs Pear Marquise Brilliant,
18K ",,,,4.46Cts Mozambique Ruby Ring IV.jpg,4.46Cts Mozambique Ruby GRS Cert,,,,Grading Report,4.46Cts Mozambique Heat H(a) Vivid to Deep Red GRS Cushion Shape.pdf,4.46Ct Mozambique Ruby GRS Cert
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Cushion,4.46,,Other,,,1,,Heat Treated,,no,,,,,,,,,,,,
HJRNG159,392208,yes,yes,15.21Cts Natural Zambian Emerald Ring with Trapezoid Diamonds in 18K,"15.21Cts Zambian Vivid Green Minor Guild,                                
2pc Trapezoid Diamonds 1.09Cts,
18K 8.41gms
",Rings,"Engagement Ring, Bridal, Solitaire, Three Stone, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,30000,USD,"Cash Advance, COD",31000,no,1,1,no,3,,,,,,,7,"Gems, Gemstones, Emerald, Emeraldcut, 3StoneRing, Engagement, Luxury",,VN Diamonds,Fine,,11.67,"Yellow Gold, White Gold",18K,,,,Diamond,Other,1.09,,None,,,2,,,,no,"15.21Cts Zambian Vivid Green Minor Guild,                                
2pc Trapezoid Diamonds 1.09Cts,
18K 8.41gms
",,,,15.21Cts Zambian Emerald Ring High Resolution.jpeg,,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emerald,Emerald,15.21,,Other,,,1,,Oiled,,no,,,,,,,,,,,,
HJRNG148,398861,yes,yes,1.75Cts Fancy Deep Yellow GIA Round Brilliant Diamond Ring,"1.75Cts Fancy Deep Yellow I1 GIA BR ,                   
Rosecut Diamonds 2.14Cts,
18K 8.90gms
",Rings,"Engagement Ring, Bridal, Solitaire, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,35000,USD,"Cash Advance, COD",36000,no,1,1,no,2,,,,,,,,"Diamond, Fancy Color, Orange, Ring, Jewellery, Jewels, valueformoney, Yellow",,VN Diamonds,"Luxury, Fine, Investment",,9.68,"Yellow Gold, White Gold",18K,,,,Diamond,Pear,2.14,,None,,,,,,,no,"1.75Cts Fancy Deep Yellow GIA Round Brilliant Diamond Ring
1.75Cts Fancy Deep Yellow I1 GIA BR ,                   
Rosecut Diamonds 2.14Cts,
18K 8.90gms

",,,,1.75Cts FDY Ring I.jpg,1.75Cts NFDY GIA Round Diamond Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,1.75Cts Natural Fancy Deep Yellow I1 VG VG N GIA BR 2155488971.pdf,1.75Cts Natural Fancy Deep Yellow GIA Diamond Ring
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond - Fancy Color,Round,1.75,,GIA,2155488971,,1,,,,no,,,,,1.75Cts FDY Ring II.jpg,1.75Cts NFDY GIA BR,,,,,,
HJRNG154,398855,yes,yes,Mozambique No Heat Vivid Red Pigeon's Blood Ruby Ring,"1pc Mozambique NH Vivid Red Ruby 4.00Cts,                        
2pcs Triangle Cut Diamond,                                          
Round Brilliant Diamonds ,
18K 2.56gms
",Rings,,"New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,28000,USD,"Cash Advance, COD",30000,no,1,1,no,2,,,,,,,,"Ruby, Ring, Jewellery, Jewelry, Ruby Ring, Investment, Finejewellery, Mozambique",,VN Diamonds,"Luxury, Fine, Investment",,3.36,"Yellow Gold, White Gold",18K,,,,Diamond,Trilliant,,,None,,,2,no,,,no,"1pc Mozambique NH Vivid Red Ruby 4.00Cts,                        
2pcs Triangle Cut Diamond,                                          
Round Brilliant Diamonds ,
18K 2.56gms",,,,4.00Cts Mozambique NH VR Ruby Ring.jpg,4Cts Mozambique NH VR PB Ruby Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",Grading Report,4.00Cts Mozambique No Heat Vivid Red Pigeon's Blood GRS Cushion Shape Ruby Ring.pdf,4.00Cts Mozambique Pigeon's Blood Ruby Ring
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Cushion,4,,Other,,,1,no,,,no,,,,,4.00Cts Mozambique NH VR Ruby Ring I.jpg,4.00Cts Mozambique No Heat Ruby Ring,,,,,,
HJRNG285,405671,yes,yes,Sleeping Beauty Turquoise Ring with Malacite in 18K,"1pc SBTurquoise Oval Shape 7.45Cts,                     
51pcs Round Brilliant Diamonds 0.94Cts,                       
4pcs Malachite 2.35Cts,
18K 5.28gms
",Rings,"Engagement Ring, Bridal, Halo, Fashion, Cluster, Cocktail, Women","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,4200,USD,"Cash Advance, COD",4800,no,1,1,no,2,,,,,,,,"VNDiamonds, Turquoise, SBT, Ring, Handmade, Design, Designer",,VN Diamonds,"Luxury, Fine",,7.34,White Gold,18K,,,,Turquoise,Oval,7.45,,None,,,1,,,,no,"Sleeping Beauty Turquoise Ring with Malacite in 18K
1pc SBTurquoise Oval Shape 7.45Cts,                     
51pcs Round Brilliant Diamonds 0.94Cts,                       
4pcs Malachite 2.35Cts,
18K 5.28gms
",,,,7.45Cts Turquoise & Malacite Ring I.jpg,Turquoise & Malacite Ring,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malachite,Other,2.35,,None,,,4,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.94,,None,,,51,,,,no,,,,,,,,,,,,
HJERG188,393472,yes,yes,Designer Earrings with Amethyst & Diamonds in 18K,"2pcs Hexagon Shape Amethyst 15.94Cts,            
2pcs Hexagon Shape Diamonds 0.46Cts,        
164pcs Round Brilliant Diamonds 0.60Cts,
18K 3.68gms
",Earrings,"Drop, Hoop, Dangle","New, Bridal, Woman's, Fashion Jewelry, Designer Jewelry, Youth, Engagement",New,Hong Kong,3500,USD,"Cash Advance, COD",4000,no,1,1,no,2,,,,,,,,"Amethyst, Diamond, Earrings, Jewellery, Jewels, Designer, Handmade",,VN Diamonds,"Luxury, Fine",,7.08,"White Gold, Gold",18K,,,,Diamond,Hexagonal,0.6,,None,,,2,,,,no,"Designer Earrings with Amethyst & Diamonds in 18K
2pcs Hexagon Shape Amethyst 15.94Cts,            
2pcs Hexagon Shape Diamonds 0.46Cts,        
164pcs Round Brilliant Diamonds 0.60Cts,
18K 3.68gms
",,,,15.94Cts Hexagon Amethyst Earrings II.jpg,15.94Cts Amethyst & Diamond Earrings,LandingPage,Chat with Executive to know more,"https://api.whatsapp.com/send?phone=85269731885&text=Hello,%20I%20would%20like%20to%20buy%20Diamonds/Jewelry%20-%20Message%20from%20RAPNET%20::%20Can%20you%20explain%20more%20",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diamond,Round,0.6,,None,,,164,,,,no,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amethyst,Hexagonal,15.94,,,,,2,,,,no,,,,,,,,,,,,
HJBRCT125,391976,yes,yes,15pts Asscher Cut Diamond Bracelet,"53pcs Collection Ascher Cut 7.18Cts
18K 9.17gms
",Bracelets,Tennis,"New, Engagement, Bridal, Woman's, Men's, Fashion Jewelry, Designer Jewelry, Youth",New,Hong Kong,10000,USD,"Cash Advance, COD",11000,no,1,1,no,3,,,,,,,,"Diamond, Bracelet, Tennis bracelet, Jewellery, Handmade, Luxury, Investment",,VN Diamonds,"Investment, Luxury, Fine",,10.61,White Gold,18K,,,,Diamond,Asscher,7.18,,None,,,53,,,,no,"53pcs Collection Ascher Cut 7.18Cts
18K 9.17gms
",,,,15pts Ascher Cut Diamond Bracelet.jpg,Natural Asscher Cut Bracelet,,,,,,
